query_id,query_type,coding_notes
edb2d24d6d10af13931b3a47a6543bd469752f0c,section_specific,
938cf30c4f1d14fa182e82919e16072fdbcf2a82,section_specific,
93f4ad6568207c9bd10d712a52f8de25b3ebadd4,section_specific,
b57ad10468e1ba2a7a34396688dbb10a575d89f5,factual,
9d6d17120c42a834b2b5d96f2120d646218ed4bb,factual,
965e0ce975a0b8612a30cfc31bbfd4b8a57aa138,factual,
8dfdd1ed805bb23c774fbb032ef1d97c6802e07c,factual,
c348a8c06e20d5dee07443e962b763073f490079,factual,
0300cf768996849cab7463d929afcb0b09c9cf2a,factual,
dd8f72cb3c0961b5ca1413697a00529ba60571fe,factual,
a81941f933907e4eb848f8aa896c78c1157bff20,factual,
2b78052314cb730824836ea69bc968df7964b4e4,factual,
c4a6b727769328333bb48d59d3fc4036a084875d,factual,
93e8ce62361b9f687d5200d2e26015723721a90f,factual,
d05d667822cb49cefd03c24a97721f1fe9dc0f4c,section_specific,
2a1e6a69e06da2328fc73016ee057378821e0754,section_specific,
cf15c4652e23829d8fb4cf2a25e64408c18734c1,factual,
9f6e877e3bde771595e8aee10c2656a0e7b9aeb2,factual,
a3783e42c2bf616c8a07bd3b3d503886660e4344,factual,
0d0959dba3f7c15ee4f5cdee51682656c4abbd8f,factual,
2cfcc5864a30259fd35f1cc035fab956802c1c5b,factual,
5a22293b055f5775081d6acdc0450f7bd5f5de04,factual,
03c967763e51ef2537793db7902e2c9c17e43e95,factual,
a786cceba4372f6041187c426432853eda03dca6,factual,
a837dcbd339e27a974e28944178c790a5b0b37c0,factual,
c135e1f8ecaf7965f6a6d3e30b537eb37ad74230,section_specific,
16a10c1681dc5a399b6d34b4eed7bb1fef816dd0,factual,
8e113fd9661bc8af97e30c75a20712f01fc4520a,factual,
35e0e6f89b010f34cfb69309b85db524a419c862,factual,
992e67f706c728bc0e534f974c1656da10e7a724,factual,
61e96abdc924c34c6b82a587168ea3d14fe792d1,factual,
ee8a77cddbe492c686f5af3923ad09d401a741b5,factual,
397a1e851aab41c455c2b284f5e4947500d797f0,factual,
cc8b4ed3985f9bfbe1b5d7761b31d9bd6a965444,section_specific,
f7662b11e87c1e051e13799413f3db459ac3e19c,factual,
b584739622d0c53830e60430b13fd3ae6ff43669,factual,
c0120d339fcdb3833884622e532e7513d1b2c7dd,factual,
f52c9744a371104eb2677c181a7004f7a77d9dd3,synthesis,
867b1bb1e6a38de525be7757d49928a132d0dbd8,section_specific,
b686e10a725254695821e330a277c900792db69f,factual,
22375aac4cbafd252436b756bdf492a05f97eed8,factual,
d2f91303cec132750a416192f67c8ac1d3cf6fc0,section_specific,
9f065e787a0d40bb4550be1e0d64796925459005,factual,
e6f5444b7c08d79d4349e35d5298a63bb30e7004,synthesis,
8d3f79620592d040f9f055b4fce0f73cc45aab63,factual,
f92c344e9b1a986754277fd0f08a47dc3e5f9feb,synthesis,Broad synthesis of limitations across several quantitative metrics.
b10388e343868ca8e5c7c601ebb903f52e756e61,factual,
e8cdeb3a081d51cc143c7090a54c82d393f1a2ca,factual,
833d3ae7613500f2867ed8b33d233d71781014e7,synthesis,
a1a0365bf6968cbdfd1072cf3923c26250bc955c,synthesis,
64f7337970e8d1989b2e1f7106d86f73c4a3d0af,synthesis,
8fdb4f521d3ba4179f8ccc4c28ba399aab6c3550,synthesis,
a0d45b71feb74774cfdc0d5c6e23cd41bc6bc1f2,factual,
440faf8d0af8291d324977ad0f68c8d661fe365e,factual,
0ec56e15005a627d0b478a67fd627a9d85c3920e,factual,
0ad4359e3e7e5e5f261c2668fe84c12bc762b3b8,factual,
6c4d121d40ce6318ecdc141395cdd2982ba46cff,factual,
71fca845edd33f6e227eccde10db73b99a7e157b,factual,
93b299acfb6fad104b9ebf4d0585d42de4047051,factual,
e755fb599690d0d0c12ddb851ac731a0a7965797,factual,
7e51490a362135267e75b2817de3c38dfe846e21,factual,
bc9c31b3ce8126d1d148b1025c66f270581fde10,factual,
185841e979373808d99dccdade5272af02b98774,section_specific,
d427e3d41c4c9391192e249493be23926fc5d2e9,factual,
b6ffa18d49e188c454188669987b0a4807ca3018,factual,
2b61893b22ac190c94c2cb129e86086888347079,factual,
344238de7208902f7b3a46819cc6d83cc37448a0,synthesis,
56bbca3fe24c2e9384cc57f55f35f7f5ad5c5716,factual,
71b29ab3ddcdd11dcc63b0bb55e75914c07a2217,factual,
f9c5799091e7e35a8133eee4d95004e1b35aea00,multi_hop,
04012650a45d56c0013cf45fd9792f43916eaf83,factual,
7889ec45b996be0b8bf7360d08f84daf3644f115,factual,
8f6b11413a19fe4639b3fba88fc6b3678286fa0c,factual,
141f23e87c10c2d54d559881e641c983e3ec8ef3,factual,
347e86893e8002024c2d10f618ca98e14689675f,factual,
cbf1137912a47262314c94d36ced3232d5fa1926,factual,
10ddac87daf153cf674589cc1c64a795907d5d9a,factual,
6cd874c4ae8e70f3c98c7176191c13a7decfbc45,factual,
b807dd3d42251615b881632caa5e331e2203d269,factual,
d39c911bf2479fdb7af339b59acb32073242fab3,factual,
5be62428f973a08c303c66018b081ad140c559c8,factual,
64b65687b82ddb17c3d068381aaee56eb7fc02cd,factual,
f42e61f9ad06fb782d1574eb973c880add4f76d2,factual,
eac042734f76e787cb98ba3d0c13a916a49bdfb3,factual,
94e0cf44345800ef46a8c7d52902f074a1139e1a,factual,
7b89515d731d04dd5cbfe9c2ace2eb905c119cbc,factual,
79a28839fee776d2fed01e4ac39f6fedd6c6a143,synthesis,
ba05a53f5563b9dd51cc2db241c6e9418bc00031,multi_hop,
7bf3a7d19f17cf01f2c9fa16401ef04a3bef65d8,section_specific,
7426a6e800d6c11795941616fc4a243e75716a10,synthesis,Asks for an integrated account of multiple contributing factors.
da4535b75e360604e3ce4bb3631b0ba96f4dadd3,factual,
4b624064332072102ea674254d7098038edad572,multi_hop,
65ba7304838eb960e3b3de7c8a367d2c2cd64c54,factual,
3588988f2230f3329d7523fbb881b20bf177280d,factual,
3699927c6c1146f5057576034d226a99946d52cb,factual,
6606160e210d05b94f7cbd9c5ff91947339f9d02,factual,
0dc9050c832a6091bc9db3f7fa7be72139f51177,factual,
6e3e9818551fc2f8450bbf09b0fe82ac2506bc7a,multi_hop,
d6ea7a30b0b61ae126b00b59d2a14fff2ef887bf,synthesis,
b970f48d30775d3468952795bc72976baab3438e,synthesis,
e96adf8466e67bd19f345578d5a6dc68fd0279a1,factual,
c1477a6c86bd1670dd17407590948000c9a6b7c6,synthesis,
e020677261d739c35c6f075cde6937d0098ace7f,synthesis,Asks for the overall conclusion of a comparison.
6389d5a152151fb05aae00b53b521c117d7b5e54,factual,
c95fd189985d996322193be71cf5be8858ac72b5,factual,
7955dbd79ded8ef4ae9fc28b2edf516320c1cb55,factual,
205163715f345af1b5523da6f808e6dbf5f5dd47,factual,
53807f435d33fe5ce65f5e7bda7f77712194f6ab,synthesis,Broad synthesis of reliability issues in gold-standard annotation.
2ec9c1590c96f17a66c7d4eb95dc5d3a447cb973,section_specific,
208e667982160cfbce49ef49ad96f6ab094292ac,synthesis,Broad account of the core practices of structured content analysis.
35eb8464e934a2769debe14148667c61bf1da243,multi_hop,
a45edc04277a458911086752af4f17405501230f,factual,
8c8a32592184c88f61fac1eef12c7d233dbec9dc,factual,
16646ee77975fed372b76ce639e2664ae2105dcf,factual,
4cc5ba404d6a47363f119d9db7266157d3bb246b,factual,
1d72770d075b22411ec86d8bdee532f8c643740b,factual,
af1439c68b28c27848203f863675946380d28943,factual,
cb384dc5366b693f28680374d31ff45356af0461,factual,
d41e20ec716b5904a272938e5a8f5f3f15a7779e,section_specific,
0682bf049f96fa603d50f0fdad0b79a5c55f6c97,factual,
